test,stat,pvalue,df,runtime_ms,converged_full,converged_null,error_type,failed,reject,scenario,scenario_slug,hypothesis_id,n,effect_size,rep,seed,alpha,null_spec,null_df,notes,is_null
lr,0.7236802976104819,0.39493935181944917,1,0.04980000085197389,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,45,6805058088157863059,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.51344536438682,0.47365117581576444,1,0.21550000383285806,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,45,6805058088157863059,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.028437560863084913,0.8660842207600694,1,0.12340000102994964,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,46,4259003189446319215,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.028464605498128244,0.8660211593428633,1,0.5682999981218018,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,46,4259003189446319215,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.028481684146790087,0.8659813520181114,1,0.051700000767596066,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,46,4259003189446319215,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.02660870172295522,0.8704225838203155,1,0.12199999764561653,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,46,4259003189446319215,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.011414007920681785,0.9149188010513178,1,0.19069999689236283,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,47,5804791039325803002,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.01141875849249688,0.9149011645412419,1,0.12510000669863075,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,47,5804791039325803002,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.011457116059681027,0.9147588976956662,1,0.06070000381441787,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,47,5804791039325803002,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.011884538461260129,0.9131896171698042,1,0.14830000145593658,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,47,5804791039325803002,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.8719017295508225,0.3504293670258052,1,0.12469999637687579,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,48,8370430205838620031,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.8934126057275705,0.3445541966004739,1,0.08659999730298296,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,48,8370430205838620031,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.9058860584849882,0.3412083299458867,1,0.05699999746866524,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,48,8370430205838620031,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.6248204446550033,0.42926159868961644,1,0.12119999882997945,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,48,8370430205838620031,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.733271300873047,0.18799366081235425,1,0.1388000018778257,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,49,2087525454593895548,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,1.8830680993648388,0.16998584760331711,1,0.09110000246437266,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,49,2087525454593895548,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,1.9711615072013657,0.16032462848916465,1,0.05390000296756625,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,49,2087525454593895548,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.9121691498825926,0.3395395337886309,1,0.14060000103199854,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,49,2087525454593895548,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,2.6037011648974233,0.10661447209904504,1,0.12119999882997945,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,50,982289703283984293,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,2.865537627896709,0.09049546684627807,1,0.0866999980644323,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,50,982289703283984293,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,3.0155730182646074,0.08246830414069489,1,0.047299996367655694,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,50,982289703283984293,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.2430287717497863,0.26488813309480685,1,0.21439999545691535,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,50,982289703283984293,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,2.438898856929788,0.11835928497773038,1,0.19810000230791047,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,51,284574474939111409,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,2.6935329266486687,0.10075619106716574,1,0.13659999967785552,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,51,284574474939111409,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,2.7647005289575652,0.09636471914129176,1,0.08130000060191378,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,51,284574474939111409,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.1458119192309146,0.2844275808042924,1,0.2099999983329326,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,51,284574474939111409,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.37861131853168434,0.5383473736996831,1,0.1771000024746172,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,52,6647887671396728279,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.38472362788248105,0.5350860093919099,1,0.1334000044153072,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,52,6647887671396728279,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.3887135738681735,0.5329763780773784,1,0.07980000373208895,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,52,6647887671396728279,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.5131051657858101,0.47379773435309636,1,0.17389999993611127,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,52,6647887671396728279,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.24182046837452706,0.6228943574312278,1,0.12109999806853011,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,53,3484415801638110038,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.24353277113010152,0.6216661240608559,1,0.08499999967170879,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,53,3484415801638110038,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.24441386388466668,0.6210362081089962,1,0.049700000090524554,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,53,3484415801638110038,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.1935135597585261,0.6600082600442463,1,0.12100000458303839,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,53,3484415801638110038,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.027453387779022044,0.8684004133967275,1,0.11980000272160396,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,54,1591372513024604060,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.027477853202909998,0.8683423230417452,1,0.08430000161752105,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,54,1591372513024604060,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.027552758244205222,0.8681646346027747,1,0.04919999628327787,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,54,1591372513024604060,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.029181418604854497,0.8643608231217307,1,0.1253000009455718,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,54,1591372513024604060,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,3.7408262223849236,0.0530981832514055,1,0.1218999968841672,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,55,4124973790597759817,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,4.429125894831249,0.03533059741586607,1,0.08720000187167898,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,55,4124973790597759817,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,4.800617997868287,0.028449530140077922,1,0.04839999746764079,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,55,4124973790597759817,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.3495363973561298,0.24535918078961655,1,0.12340000102994964,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,55,4124973790597759817,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,6.275686959882489,0.012240565863402006,1,0.11980000272160396,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,56,4387207239649036475,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,11.495876193238608,0.0006975076980068556,1,0.08369999704882503,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,56,4387207239649036475,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,14.9391707569937,0.00011103352770951623,1,0.05059999966761097,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,56,4387207239649036475,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.7944131725410478,0.3727690061198945,1,0.12060000153724104,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,56,4387207239649036475,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.9193663365415895,0.33764140661451386,1,0.12840000272262841,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,57,6209807456773428639,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.9840471964705831,0.3212016569926537,1,0.09130000398727134,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,57,6209807456773428639,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,1.124067341239119,0.2890443328461345,1,0.0560000044060871,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,57,6209807456773428639,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.8168657172772298,0.17768681239987755,1,0.12650000280700624,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,57,6209807456773428639,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,2.426066954798215,0.11933196722453986,1,0.12150000111432746,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,58,1350951410382172261,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,2.633106345357844,0.10465677693831674,1,0.08659999730298296,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,58,1350951410382172261,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,2.7015204526990395,0.10025259814016607,1,0.05179999425308779,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,58,1350951410382172261,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.1208213279878738,0.2897416695166418,1,0.13350000517675653,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,58,1350951410382172261,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,3.8713795354986793,0.04911613467506265,1,0.12199999764561653,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,59,2349533524926037793,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,4.418332948064613,0.03555475633848645,1,0.08369999704882503,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,59,2349533524926037793,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,4.939605174714593,0.026248031721076568,1,0.0486999997519888,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,59,2349533524926037793,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,13.375836456516257,0.00025488692753791134,1,0.12289999722270295,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,59,2349533524926037793,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.4877145034961838,0.48494858722703504,1,0.1201999984914437,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,60,4760762001737045777,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.503295034001984,0.47805587979280717,1,0.08629999501863495,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,60,4760762001737045777,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.5077100492054853,0.4761318420475702,1,0.051399998483248055,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,60,4760762001737045777,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.6601744807833628,0.4164983517630697,1,0.1201999984914437,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,60,4760762001737045777,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,5.054803212050042,0.02455777073427083,1,0.11979999544564635,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,61,7687182636406515044,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,8.282936642794422,0.004001935368050586,1,0.08410000009462237,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,61,7687182636406515044,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,9.126288379522546,0.0025196237888630182,1,0.04949999856762588,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,61,7687182636406515044,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.236341444176356,0.26617731349393114,1,0.12830000196117908,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,61,7687182636406515044,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.43055101549145547,0.5117186971536372,1,0.12379999679978937,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,62,3885523603532899089,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,0.4400359576851505,0.5071051006286706,1,0.0807999967946671,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,62,3885523603532899089,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,0.43632508716675744,0.5089015333664062,1,0.048000001697801054,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,62,3885523603532899089,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.31903758723722864,0.5721865945619166,1,0.12150000111432746,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,62,3885523603532899089,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,3.2162898850013923,0.07290870582844865,1,0.12170000263722613,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,63,2218882656707404559,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,3.6119976128192306,0.057364176769069894,1,0.08499999967170879,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,63,2218882656707404559,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,3.8843646778693923,0.048737698956708694,1,0.05089999467600137,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,63,2218882656707404559,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.355625598009676,0.2442970446912327,1,0.12900000001536682,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,63,2218882656707404559,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,3.1070360713869625,0.07795470130767358,1,0.12040000001434237,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,64,4471007736715546443,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,3.639259945115029,0.05643201324787772,1,0.08260000322479755,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,64,4471007736715546443,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,4.141473472412795,0.04184473062766375,1,0.051399998483248055,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,64,4471007736715546443,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.3075159372213299,0.2528449013991704,1,0.1295000038226135,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,64,4471007736715546443,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,3.1572216102594166,0.07559173316852512,1,0.12229999992996454,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,65,2224785152508481372,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,3.8036078025747115,0.051142274898563,1,0.08420000085607171,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,65,2224785152508481372,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,4.029514119172045,0.04471081599272353,1,0.05009999586036429,True,True,,False,True,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,65,2224785152508481372,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.5581425786515415,0.21193738982072136,1,0.12910000077681616,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,65,2224785152508481372,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,2.6615400323037695,0.10280115789279679,1,0.12650000280700624,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,66,5594246064634928989,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,3.021897708950926,0.08214728779949068,1,0.08620000153314322,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,66,5594246064634928989,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,3.1621894913009214,0.07536204595428561,1,0.05289999535307288,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,66,5594246064634928989,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,1.26681746339372,0.26036457171566096,1,0.13220000255387276,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,66,5594246064634928989,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,2.337059458441227,0.1263278192291168,1,0.12900000001536682,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,67,765659874343078819,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
score,2.611978896830414,0.10605933996546639,1,0.08569999772589654,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,67,765659874343078819,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
lr,2.602925444347182,0.10666665759897453,1,0.04939999780617654,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,67,765659874343078819,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.9402331641234509,0.3322178850265288,1,0.12829999468522146,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,or,25,0.4,67,765659874343078819,0.05,H0: OR = 1,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
wald,0.5594982143776052,0.45446249027839103,1,0.13240000407677144,True,True,,False,False,Invariance demo: beta=0 vs OR=1,invariance_demo,beta,25,0.4,68,2600955620033541499,0.05,H0: beta_1 = 0,1,同値仮説でもWaldはパラメータ化依存でズレ得る。LRは同じfull/null比較なので相対的に不変。,False
