test,stat,pvalue,df,runtime_ms,converged_full,converged_null,error_type,failed,reject,scenario,scenario_slug,hypothesis_id,n,effect_size,rep,seed,alpha,null_spec,null_df,notes,is_null
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.0,4,564788685609783856,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
score,0.5263623710538203,0.46814022199976046,1,0.1016000023810193,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.0,4,564788685609783856,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
lr,,,1,0.0007999988156370819,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.0,4,564788685609783856,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
wald,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,0,7820108850972322455,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.2832649617504702,0.5945691868258488,1,0.1016000023810193,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.2,0,7820108850972322455,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0009999930625781417,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,0,7820108850972322455,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0010999938240274787,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,1,71265120982917826,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.4865015122757288,0.4854920640736462,1,0.10869999823626131,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.2,1,71265120982917826,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,1,71265120982917826,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011999945854768157,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,2,9188407486255966845,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.3417594390357653,0.5588153967351731,1,0.10269999620504677,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.2,2,9188407486255966845,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,2,9188407486255966845,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0010999938240274787,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,3,1220921997346924010,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.7563835773043093,0.38446264780147865,1,0.09579999459674582,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.2,3,1220921997346924010,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0007999988156370819,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,3,1220921997346924010,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,4,4780708450571657555,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.004571454154511164,0.9460940810729865,1,0.09770000178832561,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.2,4,4780708450571657555,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0010000003385357559,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.2,4,4780708450571657555,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0013000026228837669,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,0,3203053704744104947,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,,,1,0.030499999411404133,False,True,negative_stat,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,0,3203053704744104947,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,0,3203053704744104947,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,1,1357984753777250519,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.002870252404540601,0.9572739848487104,1,0.10779999865917489,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.4,1,1357984753777250519,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,1,1357984753777250519,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0010000003385357559,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,2,9049524126658189134,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.02193143047784201,0.8822696566151664,1,0.09919999865815043,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,120,0.4,2,9049524126658189134,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,2,9049524126658189134,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0012999953469261527,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,3,414275185749167445,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,,,1,0.03270000161137432,False,True,negative_stat,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,3,414275185749167445,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,3,414275185749167445,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,4,5143641382065910934,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,,,1,0.02800000220304355,False,True,negative_stat,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,4,5143641382065910934,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0006999980541877449,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,120,0.4,4,5143641382065910934,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0017999991541728377,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,0,7381381421478482598,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
score,0.3022797749783576,0.5824567239912486,1,0.1348999940091744,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.0,0,7381381421478482598,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
lr,,,1,0.0012999953469261527,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,0,7381381421478482598,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
wald,,,1,0.0013000026228837669,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,1,6831433638005905699,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
score,0.30011617693550136,0.5838095974411004,1,0.12419999984558672,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.0,1,6831433638005905699,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
lr,,,1,0.0010999938240274787,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,1,6831433638005905699,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
wald,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,2,1791525627766506553,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
score,0.0032557941964637795,0.9544977447081563,1,0.23160000273492187,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.0,2,1791525627766506553,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
lr,,,1,0.0014999968698248267,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,2,1791525627766506553,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
wald,,,1,0.0016999983927235007,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,3,7194086099640606102,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
score,0.5482637090279526,0.45902801076893507,1,0.14480000390904024,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.0,3,7194086099640606102,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
lr,,,1,0.0013000026228837669,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,3,7194086099640606102,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
wald,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,4,1859869121481911927,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
score,,,1,0.035099998058285564,False,True,negative_stat,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,4,1859869121481911927,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
lr,,,1,0.0007999988156370819,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.0,4,1859869121481911927,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,True
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,0,6443739153702249903,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.5651627455908337,0.45218754081083834,1,0.11870000162161887,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.2,0,6443739153702249903,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,0,6443739153702249903,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,1,7108603962629591347,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.16533995457047268,0.6842869880782132,1,0.10909999400610104,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.2,1,7108603962629591347,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,1,7108603962629591347,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,2,2347641209245228922,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.7854466334508353,0.37548052460240067,1,0.11040000390494242,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.2,2,2347641209245228922,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0010000003385357559,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,2,2347641209245228922,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0010000003385357559,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,3,9087564423902213699,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.32154037953682313,0.5706834005384945,1,0.1036000030580908,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.2,3,9087564423902213699,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,3,9087564423902213699,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,4,4096849991691445933,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.5172167647360659,0.472031351688627,1,0.10570000449661165,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.2,4,4096849991691445933,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.2,4,4096849991691445933,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0010000003385357559,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,0,2512559320399628501,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.2730754605585424,0.6012761488301519,1,0.10779999865917489,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.4,0,2512559320399628501,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,0,2512559320399628501,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,1,112286700922427984,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.17220028035633247,0.6781637065255602,1,0.11180000001331791,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.4,1,112286700922427984,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0008999995770864189,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,1,112286700922427984,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0012000018614344299,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,2,1479556738651772255,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.03723435652335263,0.8469886815141596,1,0.11879999510711059,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.4,2,1479556738651772255,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0013000026228837669,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,2,1479556738651772255,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,3,1215568980214122368,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.042326786103618404,0.8369981149753675,1,0.10660000407369807,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.4,3,1215568980214122368,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0010000003385357559,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,3,1215568980214122368,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
wald,,,1,0.0012999953469261527,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,4,4626249508704521651,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
score,0.1928731898311948,0.660535968000185,1,0.11029999586753547,False,True,,False,False,Weak identification: severe collinearity,collinearity,main,250,0.4,4,4626249508704521651,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
lr,,,1,0.0011000010999850929,False,True,ill_conditioned_xtx,True,False,Weak identification: severe collinearity,collinearity,main,250,0.4,4,4626249508704521651,0.05,H0: beta_1 = 0,1,強共線性で情報行列がほぼ特異となり、分散推定不安定や失敗率上昇が起こる。,False
